SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CHG_5D,CONFIGS_MATCHED,CONFIG_COUNT
TIRUMALCHM,2026-08-19,144.28,151.34,341.0,150.4,-4.07,-57.69,-4.66,-11.29,"C1,C2,C4,C5,C8,C22,C23,C24,C25,C26,C33,C34,C35,C36,C42,C43,C44,C45",18
NELCO,2026-08-19,910.1,948.8,1416.95,938.6,-3.04,-35.77,-4.08,-8.54,"C1,C2,C3,C4,C5,C6,C7,C8",8
SAGCEM,2026-08-19,162.07,168.29,299.4,167.9,-3.47,-45.87,-3.7,-7.42,"C1,C2,C3,C4,C5,C6,C7,C8",8
INDOFARM,2026-08-19,137.16,143.33,293.2,141.82,-3.29,-53.22,-4.3,-8.75,"C1,C2,C3,C4,C5,C6,C8",7
RTNPOWER,2026-08-19,7.81,8.12,16.92,8.09,-3.46,-53.84,-3.82,-8.55,"C1,C2,C3,C4,C5,C6,C8",7
DBREALTY,2026-08-19,101.79,106.48,252.67,105.56,-3.57,-59.71,-4.4,-10.84,"C1,C2,C4,C5,C8",5
EMAMIREAL,2026-08-19,71.06,73.47,135.99,73.0,-2.66,-47.75,-3.28,-6.34,"C2,C3,C5,C6,C7",5
EUREKAFORB,2026-08-19,419.85,431.95,668.3,429.2,-2.18,-37.18,-2.8,-7.15,"C2,C3,C5,C6,C7",5
INNOVISION,2026-08-19,266.35,274.1,470.0,273.5,-2.61,-43.33,-2.83,-6.61,"C2,C3,C5,C6,C7",5
JTLIND,2026-08-19,72.18,74.8,112.1,74.04,-2.51,-35.61,-3.5,-6.0,"C2,C3,C5,C6,C7",5
RAMCOSYS,2026-08-19,552.4,564.5,967.5,564.5,-2.14,-42.9,-2.14,-15.34,"C2,C3,C5,C6,C7",5
SUYOG,2026-08-19,759.25,801.2,1831.45,787.3,-3.56,-58.54,-5.24,-11.23,"C1,C2,C4,C5,C8",5
TATACHEM,2026-08-19,636.3,653.0,1048.0,651.0,-2.26,-39.28,-2.56,-4.85,"C2,C3,C5,C6,C7",5
PAGEIND,2026-08-19,35240.0,36425.0,50590.0,36410.0,-3.21,-30.34,-3.25,-8.32,"C1,C4,C8",3
GREENPANEL,2026-08-19,160.66,166.15,395.0,164.9,-2.57,-59.33,-3.3,-12.49,"C2,C5",2
NDTV,2026-08-19,73.34,75.7,177.95,75.28,-2.58,-58.79,-3.12,-4.69,"C2,C5",2
OLAELEC,2026-08-19,37.28,38.61,88.59,38.3,-2.66,-57.92,-3.44,-6.0,"C2,C5",2
SYMPHONY,2026-08-19,602.05,615.65,1454.8,615.0,-2.11,-58.62,-2.21,-6.1,"C2,C5",2
