SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CHG_5D,CONFIGS_MATCHED,CONFIG_COUNT
VCL,2026-07-20,1.1,1.17,2.02,1.15,-4.35,-45.54,-5.98,-12.7,"C1,C2,C3,C4,C5,C6,C7,C8,C22,C23,C24,C25,C26,C33,C34,C35,C36,C42,C43,C44,C45",21
AMNPLST,2026-07-20,192.75,201.0,336.9,199.63,-3.45,-42.79,-4.1,-6.81,"C1,C2,C3,C4,C5,C6,C7,C8",8
YUKEN,2026-07-20,712.35,739.45,1204.4,736.0,-3.21,-40.85,-3.66,-7.11,"C1,C2,C3,C4,C5,C6,C7,C8",8
VIMTALABS,2026-07-20,530.25,559.2,1178.0,547.15,-3.09,-54.99,-5.18,-4.68,"C1,C2,C3,C4,C5,C6,C8",7
EMKAY,2026-07-20,242.5,250.55,409.9,249.0,-2.61,-40.84,-3.21,-8.4,"C2,C3,C5,C6,C7",5
JAIPURKURT,2026-07-20,26.52,27.91,59.0,27.46,-3.42,-55.05,-4.98,-6.95,"C1,C2,C4,C5,C8",5
MAANALU,2026-07-20,113.29,116.94,184.74,116.05,-2.38,-38.68,-3.12,-7.19,"C2,C3,C5,C6,C7",5
MALUPAPER,2026-07-20,28.9,29.89,50.68,29.75,-2.86,-42.98,-3.31,-5.59,"C2,C3,C5,C6,C7",5
MUTHOOTCAP,2026-07-20,214.84,223.07,366.3,220.0,-2.35,-41.35,-3.69,-4.75,"C2,C3,C5,C6,C7",5
REGENCERAM,2026-07-20,36.09,37.12,57.69,36.85,-2.06,-37.44,-2.77,-8.14,"C2,C3,C5,C6,C7",5
SPANDANA,2026-07-20,285.7,296.9,519.65,293.0,-2.49,-45.02,-3.77,-6.42,"C2,C3,C5,C6,C7",5
DIAMINESQ,2026-07-20,252.32,262.93,514.25,260.0,-2.95,-50.93,-4.04,-6.76,"C2,C3,C5,C6",4
GALLANTT,2026-07-20,620.15,651.7,948.0,651.7,-4.84,-34.58,-4.84,-11.53,"C1,C4,C8,C26",4
MKPL,2026-07-20,4.29,4.48,9.78,4.42,-2.94,-56.13,-4.24,-6.74,"C2,C5",2
TARAPUR,2026-07-20,17.09,17.85,39.7,17.6,-2.9,-56.95,-4.26,-4.84,"C2,C5",2
