SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CHG_5D,CONFIGS_MATCHED,CONFIG_COUNT
VCL,2026-07-16,1.18,1.24,2.02,1.23,-4.07,-41.58,-4.84,-7.09,"C1,C2,C3,C4,C5,C6,C7,C8,C22,C23,C24,C25,C26",13
AKG,2026-07-16,9.99,10.46,19.63,10.35,-3.48,-49.11,-4.49,-7.93,"C1,C2,C3,C4,C5,C6,C7,C8",8
SILLYMONKS,2026-07-16,15.37,16.16,28.45,15.87,-3.15,-45.98,-4.89,-5.42,"C1,C2,C3,C4,C5,C6,C7,C8",8
TCC,2026-07-16,292.9,307.95,526.4,304.1,-3.68,-44.36,-4.89,-11.11,"C1,C2,C3,C4,C5,C6,C7,C8",8
SWSOLAR,2026-07-16,220.78,239.41,476.9,229.41,-3.76,-53.71,-7.78,-4.02,"C1,C2,C3,C4,C5,C6,C8",7
CENTEXT,2026-07-16,18.31,18.96,34.75,18.73,-2.24,-47.31,-3.43,-2.71,"C2,C3,C5,C6,C7",5
DSSL,2026-07-16,1210.8,1251.0,1924.8,1244.2,-2.68,-37.09,-3.21,-6.16,"C2,C3,C5,C6,C7",5
ELECON,2026-07-16,461.0,478.0,716.25,473.1,-2.56,-35.64,-3.56,-10.02,"C2,C3,C5,C6,C7",5
HARDWYN,2026-07-16,15.15,15.57,28.28,15.57,-2.7,-46.43,-2.7,-38.04,"C2,C3,C5,C6,C7",5
RELAXO,2026-07-16,366.65,377.65,639.4,376.1,-2.51,-42.66,-2.91,-5.22,"C2,C3,C5,C6,C7",5
TREL,2026-07-16,24.3,24.97,40.84,24.8,-2.02,-40.5,-2.68,-4.33,"C2,C3,C5,C6,C7",5
UTIAMC,2026-07-16,936.5,968.75,1494.8,963.0,-2.75,-37.35,-3.33,-4.84,"C2,C3,C5,C6,C7",5
REGENCERAM,2026-07-16,37.67,40.1,57.69,38.85,-3.04,-34.7,-6.06,-5.59,"C1,C4,C8",3
S&SPOWER,2026-07-16,333.9,348.4,479.0,346.0,-3.5,-30.29,-4.16,-7.49,"C1,C4,C8",3
