SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CHG_5D,CONFIGS_MATCHED,CONFIG_COUNT
RUCHIRA,2026-07-06,103.09,110.28,173.0,109.21,-5.6,-40.41,-6.52,-8.25,"C1,C2,C3,C4,C5,C6,C7,C8,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C48,C49,C50,C51,C52",49
TECHNVISN,2026-07-06,3770.2,3991.7,6198.0,3950.0,-4.55,-39.17,-5.55,-23.06,"C1,C2,C3,C4,C5,C6,C7,C8,C9,C22,C23,C24,C25,C26,C27,C36,C45,C46,C47",19
LOYALTEX,2026-07-06,211.98,260.71,376.55,223.65,-5.22,-43.7,-18.69,-20.94,"C1,C2,C3,C4,C5,C6,C7,C8,C22,C23,C24,C25,C26",13
TEJASNET,2026-07-06,570.0,593.6,1220.0,591.05,-3.56,-53.28,-3.98,-8.47,"C1,C2,C3,C4,C5,C6,C8",7
PINELABS,2026-07-06,151.0,156.12,284.0,154.62,-2.34,-46.83,-3.28,-5.67,"C2,C3,C5,C6,C7",5
EPIGRAL,2026-07-06,993.8,1021.6,2114.0,1017.2,-2.3,-52.99,-2.72,-10.16,"C2,C3,C5,C6",4
