SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CHG_5D,CONFIGS_MATCHED,CONFIG_COUNT
RELAXO,2026-09-18,291.25,313.7,639.4,309.15,-5.79,-54.45,-7.16,-10.91,"C1,C2,C3,C4,C5,C6,C8,C10,C11,C12,C13,C17,C18,C19,C22,C23,C24,C25,C26,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C48,C49,C50,C51,C52",42
RHETAN,2026-09-18,19.57,20.59,34.87,20.59,-4.95,-43.88,-4.95,-22.56,"C1,C2,C3,C4,C5,C6,C7,C8,C22,C23,C24,C25,C26,C33,C34,C35,C36,C42,C43,C44,C45,C46",22
CUPID,2026-09-18,265.0,279.15,526.95,275.0,-3.64,-49.71,-5.07,-4.49,"C1,C2,C3,C4,C5,C6,C7,C8",8
GODIGIT,2026-09-18,239.0,255.5,381.4,248.0,-3.63,-37.34,-6.46,-4.69,"C1,C2,C3,C4,C5,C6,C7,C8",8
BAYERCROP,2026-09-18,3779.5,3893.4,6511.0,3885.3,-2.72,-41.95,-2.93,-5.0,"C2,C3,C5,C6,C7",5
ROSSELLIND,2026-09-18,52.64,54.38,87.1,54.01,-2.54,-39.56,-3.2,-6.17,"C2,C3,C5,C6,C7",5
TAKE,2026-09-18,15.96,16.79,24.39,16.78,-4.89,-34.56,-4.94,-4.89,"C1,C4,C8,C26",4
TATAELXSI,2026-09-18,3266.7,3381.8,6840.0,3343.5,-2.3,-52.24,-3.4,-4.17,"C2,C3,C5,C6",4
TCS,2026-09-18,2105.0,2190.0,4322.95,2162.5,-2.66,-51.31,-3.88,-4.5,"C2,C3,C5,C6",4
