SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CHG_5D,CONFIGS_MATCHED,CONFIG_COUNT
DAVANGERE,2026-08-26,2.65,2.88,6.55,2.85,-7.02,-59.54,-7.99,-11.37,"C1,C2,C4,C5,C8,C10,C11,C17,C18,C22,C23,C24,C25,C26,C28,C29,C30,C31,C33,C34,C35,C36,C37,C38,C39,C40,C42,C43,C44,C45,C48,C49,C50",33
TREJHARA,2026-08-26,148.54,155.84,284.85,154.25,-3.7,-47.85,-4.68,-8.62,"C1,C2,C3,C4,C5,C6,C7,C8",8
TANLA,2026-08-26,526.05,556.05,794.4,553.3,-4.92,-33.78,-5.4,-7.9,"C1,C4,C8,C26",4
