SYMBOL,SIGNAL_DATE,SIGNAL_CLOSE,PREV_CLOSE,ATH_PRICE,MIN_5D_LOW,PCT_FROM_LOW,PCT_FROM_ATH,PCT_1D_CHANGE,CHG_5D,CONFIGS_MATCHED,CONFIG_COUNT
LANDSMILL,2026-09-04,0.63,0.67,1.17,0.67,-5.97,-46.15,-5.97,-10.0,"C1,C2,C3,C4,C5,C6,C7,C8,C10,C11,C12,C13,C14,C17,C18,C19,C22,C23,C24,C25,C26,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C48,C49,C50,C51,C52",44
CENTEXT,2026-09-04,20.19,21.24,34.75,21.05,-4.09,-41.9,-4.94,-10.07,"C1,C2,C3,C4,C5,C6,C7,C8,C22,C23,C24,C25,C26",13
ISFT,2026-09-04,81.61,84.79,157.78,84.01,-2.86,-48.28,-3.75,-15.59,"C2,C3,C5,C6,C7",5
NIMBSPROJ,2026-09-04,147.84,151.93,231.23,151.93,-2.69,-36.06,-2.69,-13.13,"C2,C3,C5,C6,C7",5
POWERMECH,2026-09-04,2306.1,2399.8,3415.0,2388.5,-3.45,-32.47,-3.9,-8.24,"C1,C4,C8",3
